#dlgfn #in cluster #LE #rmsd #hb #ats #tors #h_ats #lig_eff 
ribavirin/ribavirin,9, -6.7800, 355.4042, 0,,  17,  3, 0, -0.3988
ribavirin/ribavirin,1, -6.6800, 355.3127, 0,,  17,  3, 0, -0.3929
ribavirin/ribavirin,5, -6.5400, 355.9870, 0,,  17,  3, 0, -0.3847
ribavirin/ribavirin,4, -6.5100, 355.9541, 0,,  17,  3, 0, -0.3829
ribavirin/ribavirin,2, -6.3600, 355.6401, 0,,  17,  3, 0, -0.3741
ribavirin/ribavirin,2, -5.8900, 337.1414, 0,,  17,  3, 0, -0.3465
ribavirin/ribavirin,3, -5.8400, 356.0445, 0,,  17,  3, 0, -0.3435
ribavirin/ribavirin,1, -5.8000, 356.1646, 0,,  17,  3, 0, -0.3412
ribavirin/ribavirin,2, -5.7800, 367.8522, 0,,  17,  3, 0, -0.3400
ribavirin/ribavirin,2, -5.7500, 366.7798, 0,,  17,  3, 0, -0.3382
ribavirin/ribavirin,1, -5.7200, 373.0833, 0,,  17,  3, 0, -0.3365
ribavirin/ribavirin,2, -5.6800, 366.7726, 0,,  17,  3, 0, -0.3341
ribavirin/ribavirin,1, -5.6700, 337.5235, 0,,  17,  3, 0, -0.3335
ribavirin/ribavirin,2, -5.6500, 356.2713, 0,,  17,  3, 0, -0.3324
ribavirin/ribavirin,2, -5.6200, 356.6335, 0,,  17,  3, 0, -0.3306
ribavirin/ribavirin,2, -5.6100, 370.8617, 0,,  17,  3, 0, -0.3300
ribavirin/ribavirin,1, -5.5600, 367.1684, 0,,  17,  3, 0, -0.3271
ribavirin/ribavirin,1, -5.5500, 357.1771, 0,,  17,  3, 0, -0.3265
ribavirin/ribavirin,4, -5.5500, 359.4717, 0,,  17,  3, 0, -0.3265
ribavirin/ribavirin,1, -5.5400, 355.9580, 0,,  17,  3, 0, -0.3259
ribavirin/ribavirin,1, -5.5300, 371.4375, 0,,  17,  3, 0, -0.3253
ribavirin/ribavirin,4, -5.4600, 368.0719, 0,,  17,  3, 0, -0.3212
ribavirin/ribavirin,2, -5.4500, 368.1670, 0,,  17,  3, 0, -0.3206
ribavirin/ribavirin,2, -5.4500, 368.5964, 0,,  17,  3, 0, -0.3206
ribavirin/ribavirin,1, -5.4200, 371.1646, 0,,  17,  3, 0, -0.3188
ribavirin/ribavirin,1, -5.4000, 357.0368, 0,,  17,  3, 0, -0.3176
ribavirin/ribavirin,1, -5.4000, 367.6940, 0,,  17,  3, 0, -0.3176
ribavirin/ribavirin,1, -5.3500, 357.4945, 0,,  17,  3, 0, -0.3147
ribavirin/ribavirin,2, -5.3300, 366.7122, 0,,  17,  3, 0, -0.3135
ribavirin/ribavirin,1, -5.3100, 357.0879, 0,,  17,  3, 0, -0.3124
ribavirin/ribavirin,1, -5.3100, 366.0262, 0,,  17,  3, 0, -0.3124
ribavirin/ribavirin,3, -5.2800, 357.1484, 0,,  17,  3, 0, -0.3106
ribavirin/ribavirin,3, -5.2100, 370.9800, 0,,  17,  3, 0, -0.3065
ribavirin/ribavirin,1, -5.1900, 357.1993, 0,,  17,  3, 0, -0.3053
ribavirin/ribavirin,3, -5.1900, 359.8429, 0,,  17,  3, 0, -0.3053
ribavirin/ribavirin,1, -5.1800, 370.5291, 0,,  17,  3, 0, -0.3047
ribavirin/ribavirin,1, -5.1600, 370.6526, 0,,  17,  3, 0, -0.3035
ribavirin/ribavirin,1, -5.1300, 364.5740, 0,,  17,  3, 0, -0.3018
ribavirin/ribavirin,1, -5.0900, 360.0956, 0,,  17,  3, 0, -0.2994
ribavirin/ribavirin,2, -5.0800, 358.2158, 0,,  17,  3, 0, -0.2988
ribavirin/ribavirin,1, -5.0600, 360.5041, 0,,  17,  3, 0, -0.2976
ribavirin/ribavirin,1, -5.0200, 358.1023, 0,,  17,  3, 0, -0.2953
ribavirin/ribavirin,1, -4.9900, 377.4043, 0,,  17,  3, 0, -0.2935
ribavirin/ribavirin,1, -4.9800, 343.7617, 0,,  17,  3, 0, -0.2929
ribavirin/ribavirin,1, -4.9500, 360.0193, 0,,  17,  3, 0, -0.2912
ribavirin/ribavirin,4, -4.9500, 375.9456, 0,,  17,  3, 0, -0.2912
ribavirin/ribavirin,1, -4.9200, 365.2821, 0,,  17,  3, 0, -0.2894
ribavirin/ribavirin,1, -4.8900, 365.4652, 0,,  17,  3, 0, -0.2876
ribavirin/ribavirin,1, -4.8500, 356.7145, 0,,  17,  3, 0, -0.2853
ribavirin/ribavirin,1, -4.8400, 368.5695, 0,,  17,  3, 0, -0.2847
ribavirin/ribavirin,1, -4.8400, 356.6172, 0,,  17,  3, 0, -0.2847
ribavirin/ribavirin,1, -4.8000, 366.8663, 0,,  17,  3, 0, -0.2824
ribavirin/ribavirin,1, -4.7800, 358.0724, 0,,  17,  3, 0, -0.2812
ribavirin/ribavirin,1, -4.7500, 377.2089, 0,,  17,  3, 0, -0.2794
ribavirin/ribavirin,1, -4.6300, 359.0659, 0,,  17,  3, 0, -0.2724
ribavirin/ribavirin,1, -4.3000, 371.8179, 0,,  17,  3, 0, -0.2529
