#dlgfn #in cluster #LE #rmsd #hb #ats #tors #h_ats #lig_eff 
Zidovudine/Zidovudine,2, -7.8700, 367.0474, 0,,  19,  3, 0, -0.4142
Zidovudine/Zidovudine,1, -7.4900, 366.7743, 0,,  19,  3, 0, -0.3942
Zidovudine/Zidovudine,1, -7.3600, 366.6805, 0,,  19,  3, 0, -0.3874
Zidovudine/Zidovudine,6, -6.8500, 355.8114, 0,,  19,  3, 0, -0.3605
Zidovudine/Zidovudine,1, -6.6300, 355.7689, 0,,  19,  3, 0, -0.3489
Zidovudine/Zidovudine,1, -6.5000, 370.3943, 0,,  19,  3, 0, -0.3421
Zidovudine/Zidovudine,5, -6.4900, 367.1388, 0,,  19,  3, 0, -0.3416
Zidovudine/Zidovudine,2, -6.4700, 366.9207, 0,,  19,  3, 0, -0.3405
Zidovudine/Zidovudine,1, -6.4100, 366.8582, 0,,  19,  3, 0, -0.3374
Zidovudine/Zidovudine,1, -6.2700, 356.3267, 0,,  19,  3, 0, -0.3300
Zidovudine/Zidovudine,3, -6.2400, 356.0698, 0,,  19,  3, 0, -0.3284
Zidovudine/Zidovudine,1, -6.2100, 370.6885, 0,,  19,  3, 0, -0.3268
Zidovudine/Zidovudine,2, -6.2100, 364.6998, 0,,  19,  3, 0, -0.3268
Zidovudine/Zidovudine,1, -6.2000, 355.5425, 0,,  19,  3, 0, -0.3263
Zidovudine/Zidovudine,1, -6.1500, 356.1349, 0,,  19,  3, 0, -0.3237
Zidovudine/Zidovudine,4, -6.0900, 356.3435, 0,,  19,  3, 0, -0.3205
Zidovudine/Zidovudine,2, -6.0400, 367.0018, 0,,  19,  3, 0, -0.3179
Zidovudine/Zidovudine,2, -6.0000, 368.5260, 0,,  19,  3, 0, -0.3158
Zidovudine/Zidovudine,2, -5.9700, 355.9338, 0,,  19,  3, 0, -0.3142
Zidovudine/Zidovudine,2, -5.9700, 359.6057, 0,,  19,  3, 0, -0.3142
Zidovudine/Zidovudine,1, -5.9500, 355.7972, 0,,  19,  3, 0, -0.3132
Zidovudine/Zidovudine,3, -5.9500, 355.9391, 0,,  19,  3, 0, -0.3132
Zidovudine/Zidovudine,1, -5.9400, 367.4375, 0,,  19,  3, 0, -0.3126
Zidovudine/Zidovudine,1, -5.9300, 367.1832, 0,,  19,  3, 0, -0.3121
Zidovudine/Zidovudine,1, -5.9300, 355.9377, 0,,  19,  3, 0, -0.3121
Zidovudine/Zidovudine,1, -5.9200, 368.5866, 0,,  19,  3, 0, -0.3116
Zidovudine/Zidovudine,1, -5.9200, 360.3882, 0,,  19,  3, 0, -0.3116
Zidovudine/Zidovudine,2, -5.9100, 371.5693, 0,,  19,  3, 0, -0.3111
Zidovudine/Zidovudine,1, -5.8500, 355.1579, 0,,  19,  3, 0, -0.3079
Zidovudine/Zidovudine,1, -5.8500, 356.6976, 0,,  19,  3, 0, -0.3079
Zidovudine/Zidovudine,1, -5.8300, 355.2486, 0,,  19,  3, 0, -0.3068
Zidovudine/Zidovudine,1, -5.7800, 355.5888, 0,,  19,  3, 0, -0.3042
Zidovudine/Zidovudine,1, -5.6600, 358.5047, 0,,  19,  3, 0, -0.2979
Zidovudine/Zidovudine,1, -5.6400, 364.4853, 0,,  19,  3, 0, -0.2968
Zidovudine/Zidovudine,1, -5.6100, 358.3882, 0,,  19,  3, 0, -0.2953
Zidovudine/Zidovudine,2, -5.6000, 359.3352, 0,,  19,  3, 0, -0.2947
Zidovudine/Zidovudine,1, -5.5800, 358.6720, 0,,  19,  3, 0, -0.2937
Zidovudine/Zidovudine,2, -5.5600, 360.1068, 0,,  19,  3, 0, -0.2926
Zidovudine/Zidovudine,2, -5.5400, 360.1809, 0,,  19,  3, 0, -0.2916
Zidovudine/Zidovudine,1, -5.5100, 359.5002, 0,,  19,  3, 0, -0.2900
Zidovudine/Zidovudine,2, -5.4700, 360.1111, 0,,  19,  3, 0, -0.2879
Zidovudine/Zidovudine,2, -5.4400, 378.4531, 0,,  19,  3, 0, -0.2863
Zidovudine/Zidovudine,1, -5.4400, 366.3458, 0,,  19,  3, 0, -0.2863
Zidovudine/Zidovudine,1, -5.4300, 360.2689, 0,,  19,  3, 0, -0.2858
Zidovudine/Zidovudine,1, -5.4200, 364.4240, 0,,  19,  3, 0, -0.2853
Zidovudine/Zidovudine,1, -5.3800, 367.1436, 0,,  19,  3, 0, -0.2832
Zidovudine/Zidovudine,1, -5.3400, 358.6365, 0,,  19,  3, 0, -0.2811
Zidovudine/Zidovudine,1, -5.3300, 359.3652, 0,,  19,  3, 0, -0.2805
Zidovudine/Zidovudine,1, -5.3300, 360.8786, 0,,  19,  3, 0, -0.2805
Zidovudine/Zidovudine,2, -5.2800, 378.7412, 0,,  19,  3, 0, -0.2779
Zidovudine/Zidovudine,1, -5.2600, 358.8115, 0,,  19,  3, 0, -0.2768
Zidovudine/Zidovudine,1, -5.2600, 358.9994, 0,,  19,  3, 0, -0.2768
Zidovudine/Zidovudine,1, -5.2000, 377.3931, 0,,  19,  3, 0, -0.2737
Zidovudine/Zidovudine,1, -5.2000, 358.9516, 0,,  19,  3, 0, -0.2737
Zidovudine/Zidovudine,1, -5.1900, 357.3043, 0,,  19,  3, 0, -0.2732
Zidovudine/Zidovudine,1, -5.1500, 359.8935, 0,,  19,  3, 0, -0.2711
Zidovudine/Zidovudine,1, -5.1300, 359.3340, 0,,  19,  3, 0, -0.2700
Zidovudine/Zidovudine,1, -5.1000, 348.6393, 0,,  19,  3, 0, -0.2684
Zidovudine/Zidovudine,2, -5.0700, 376.3324, 0,,  19,  3, 0, -0.2668
Zidovudine/Zidovudine,1, -5.0400, 368.5766, 0,,  19,  3, 0, -0.2653
Zidovudine/Zidovudine,1, -5.0200, 378.4851, 0,,  19,  3, 0, -0.2642
Zidovudine/Zidovudine,1, -5.0100, 358.3984, 0,,  19,  3, 0, -0.2637
Zidovudine/Zidovudine,1, -5.0100, 363.5457, 0,,  19,  3, 0, -0.2637
Zidovudine/Zidovudine,1, -5.0000, 349.4694, 0,,  19,  3, 0, -0.2632
